periodo,metrica_id,dimension,agregacion,valor,unidad,var_pct_interanual,fuente_doc,pagina,extraido_el
2025-06,aprovisionamiento_gn,Francia,mes,600.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Francia,tam,11445.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Portugal,acumulado_anual,3840.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Portugal,mes,143.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Portugal,tam,10488.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Yacimientos nacionales,acumulado_anual,243.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Yacimientos nacionales,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gn,Yacimientos nacionales,tam,372.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Angola,acumulado_anual,9278.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Angola,mes,3151.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Angola,tam,11331.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Argelia,acumulado_anual,8903.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Argelia,mes,4150.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Argelia,tam,19512.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Camerún,acumulado_anual,979.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Camerún,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Camerún,tam,979.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Congo,acumulado_anual,1804.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Congo,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Congo,tam,4291.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Estados Unidos,acumulado_anual,59249.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Estados Unidos,mes,4134.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Estados Unidos,tam,82612.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Francia,acumulado_anual,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Francia,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Francia,tam,1093.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Jamaica,acumulado_anual,168.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Jamaica,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Jamaica,tam,168.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Nigeria,acumulado_anual,14283.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Nigeria,mes,2047.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Nigeria,tam,25042.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Noruega,acumulado_anual,1271.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Noruega,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Noruega,tam,1271.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Perú,acumulado_anual,4349.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Perú,mes,2206.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Perú,tam,4349.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Qatar,acumulado_anual,4082.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Qatar,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Qatar,tam,10999.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Rusia,acumulado_anual,26208.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Rusia,mes,3268.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Rusia,tam,59618.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Trinidad y Tobago,acumulado_anual,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Trinidad y Tobago,mes,0.0,GWh,,boletin,9,2026-08-07
2025-06,aprovisionamiento_gnl,Trinidad y Tobago,tam,1806.0,GWh,,boletin,9,2026-08-07
2025-06,biometano_distribucion,,acumulado_anual,94.6,GWh,41.6,boletin,13,2026-08-07
2025-06,biometano_distribucion,,mes,20.6,GWh,96.7,boletin,13,2026-08-07
2025-06,biometano_distribucion,,tam,165.5,GWh,20.2,boletin,13,2026-08-07
2025-06,biometano_transporte,,acumulado_anual,99.3,GWh,1.3,boletin,13,2026-08-07
2025-06,biometano_transporte,,mes,17.8,GWh,3.5,boletin,13,2026-08-07
2025-06,biometano_transporte,,tam,179.2,GWh,0.7,boletin,13,2026-08-07
2025-06,cargas_buques,,acumulado_anual,4965.0,GWh,-17.6,boletin,3,2026-08-07
2025-06,cargas_buques,,mes,1092.0,GWh,-39.7,boletin,3,2026-08-07
2025-06,cargas_buques,,tam,10975.0,GWh,-8.8,boletin,3,2026-08-07
2025-06,conexion_internacional_saldo,Almería,acumulado_anual,52665.0,GWh,2.0,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Almería,mes,7890.0,GWh,-8.7,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Almería,tam,105716.0,GWh,1.0,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Biometano,acumulado_anual,194.0,GWh,17.6,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Biometano,mes,38.0,GWh,38.8,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Biometano,tam,345.0,GWh,9.2,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Tarifa,acumulado_anual,-4747.0,GWh,6.8,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Tarifa,mes,-858.0,GWh,7.5,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Tarifa,tam,-10006.0,GWh,3.1,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,VIP Ibérico,acumulado_anual,1532.0,GWh,-51.4,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,VIP Ibérico,mes,-33.0,GWh,,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,VIP Ibérico,tam,6630.0,GWh,-19.6,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,VIP Pirineos,acumulado_anual,-8565.0,GWh,,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,VIP Pirineos,mes,376.0,GWh,,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,VIP Pirineos,tam,-2780.0,GWh,,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Yacimiento Nacionales,acumulado_anual,243.0,GWh,,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Yacimiento Nacionales,mes,0.0,GWh,,boletin,11,2026-08-07
2025-06,conexion_internacional_saldo,Yacimiento Nacionales,tam,372.0,GWh,65.3,boletin,11,2026-08-07
2025-06,correccion_laboralidad,,acumulado_anual,-0.8,%,,boletin,5,2026-08-07
2025-06,correccion_laboralidad,,mes,2.8,%,,boletin,5,2026-08-07
2025-06,correccion_laboralidad,,tam,-0.4,%,,boletin,5,2026-08-07
2025-06,correccion_temperatura,,acumulado_anual,1.9,%,,boletin,5,2026-08-07
2025-06,correccion_temperatura,,mes,0.0,%,,boletin,5,2026-08-07
2025-06,correccion_temperatura,,tam,1.0,%,,boletin,5,2026-08-07
2025-06,delta_temperatura,,mes,3.7,ºC,,boletin,5,2026-08-07
2025-06,demanda_ccaa_cisternas,Andalucía,mes,119.0,GWh,-29.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Aragón,mes,40.0,GWh,-4.5,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Asturias,mes,30.0,GWh,0.9,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Baleares,mes,9.0,GWh,3.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Cantabria,mes,21.0,GWh,-22.1,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Castilla y León,mes,43.0,GWh,-12.0,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Castilla-La Mancha,mes,40.0,GWh,-3.9,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Cataluña,mes,68.0,GWh,-31.4,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Comunidad Valenciana,mes,49.0,GWh,-55.2,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Extremadura,mes,21.0,GWh,-25.1,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Galicia,mes,54.0,GWh,20.8,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,La Rioja,mes,8.0,GWh,110.6,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Madrid,mes,322.0,GWh,119.0,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Murcia,mes,43.0,GWh,2.8,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,Navarra,mes,10.0,GWh,-28.0,boletin,7,2026-08-07
2025-06,demanda_ccaa_cisternas,País Vasco,mes,39.0,GWh,23.9,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Andalucía,mes,2024.0,GWh,4.2,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Aragón,mes,876.0,GWh,-1.9,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Asturias,mes,413.0,GWh,-13.6,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Baleares,mes,112.0,GWh,18.5,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Cantabria,mes,191.0,GWh,-5.8,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Castilla y León,mes,1042.0,GWh,-7.0,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Castilla-La Mancha,mes,746.0,GWh,-7.3,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Cataluña,mes,2763.0,GWh,-4.4,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Comunidad Valenciana,mes,2012.0,GWh,-2.4,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Extremadura,mes,130.0,GWh,-6.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Galicia,mes,664.0,GWh,-8.6,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,La Rioja,mes,125.0,GWh,-4.4,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Madrid,mes,880.0,GWh,-14.0,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Murcia,mes,1044.0,GWh,-11.9,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,Navarra,mes,382.0,GWh,3.1,boletin,7,2026-08-07
2025-06,demanda_ccaa_convencional,País Vasco,mes,1320.0,GWh,-12.9,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Andalucía,mes,2671.0,GWh,278.3,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Aragón,mes,466.0,GWh,220.4,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Asturias,mes,603.0,GWh,179.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Baleares,mes,826.0,GWh,29.2,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Cantabria,mes,0.0,GWh,,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Castilla y León,mes,0.0,GWh,,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Castilla-La Mancha,mes,437.0,GWh,70.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Cataluña,mes,1355.0,GWh,94.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Comunidad Valenciana,mes,695.0,GWh,102.7,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Extremadura,mes,0.0,GWh,,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Galicia,mes,576.0,GWh,80.8,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,La Rioja,mes,183.0,GWh,3.6,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Madrid,mes,0.0,GWh,,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Murcia,mes,1019.0,GWh,96.2,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,Navarra,mes,468.0,GWh,626.0,boletin,7,2026-08-07
2025-06,demanda_ccaa_sector_electrico,País Vasco,mes,540.0,GWh,28.8,boletin,7,2026-08-07
2025-06,demanda_cisternas,,acumulado_anual,6100.0,GWh,-1.0,progreso,3,2026-08-07
2025-06,demanda_cisternas,,mes,900.0,GWh,3.7,progreso,3,2026-08-07
2025-06,demanda_cisternas,,tam,12400.0,GWh,-0.5,progreso,3,2026-08-07
2025-06,demanda_convencional,,acumulado_anual,121517.0,GWh,-2.7,boletin,3,2026-08-07
2025-06,demanda_convencional,,mes,15709.0,GWh,-4.7,boletin,3,2026-08-07
2025-06,demanda_convencional,,tam,233687.0,GWh,-1.4,boletin,3,2026-08-07
2025-06,demanda_convencional_corregida,,acumulado_anual,-3.8,%,,boletin,5,2026-08-07
2025-06,demanda_convencional_corregida,,mes,-7.6,%,,boletin,5,2026-08-07
2025-06,demanda_convencional_corregida,,tam,-2.0,%,,boletin,5,2026-08-07
2025-06,demanda_dc_pymes,,acumulado_anual,30900.0,GWh,8.2,progreso,3,2026-08-07
2025-06,demanda_dc_pymes,,mes,1400.0,GWh,-7.2,progreso,3,2026-08-07
2025-06,demanda_dc_pymes,,tam,50100.0,GWh,4.9,progreso,3,2026-08-07
2025-06,demanda_industrial,,acumulado_anual,84400.0,GWh,-6.3,progreso,3,2026-08-07
2025-06,demanda_industrial,,mes,13400.0,GWh,-5.0,progreso,3,2026-08-07
2025-06,demanda_industrial,,tam,171200.0,GWh,-3.2,progreso,3,2026-08-07
2025-06,demanda_internacional,,acumulado_anual,22947.0,GWh,24.1,boletin,3,2026-08-07
2025-06,demanda_internacional,,mes,2350.0,GWh,-40.0,boletin,3,2026-08-07
2025-06,demanda_internacional,,tam,38967.0,GWh,12.9,boletin,3,2026-08-07
2025-06,demanda_nacional,,acumulado_anual,162921.0,GWh,5.6,boletin,3,2026-08-07
2025-06,demanda_nacional,,mes,25548.0,GWh,21.7,boletin,3,2026-08-07
2025-06,demanda_nacional,,tam,320503.0,GWh,2.8,boletin,3,2026-08-07
2025-06,demanda_sector_electrico,,acumulado_anual,41404.0,GWh,41.2,boletin,3,2026-08-07
2025-06,demanda_sector_electrico,,mes,9839.0,GWh,118.6,boletin,3,2026-08-07
2025-06,demanda_sector_electrico,,tam,86816.0,GWh,16.2,boletin,3,2026-08-07
2025-06,destino_cargas_pct,Bunkering,acumulado_anual,48.0,%,,boletin,18,2026-08-07
2025-06,destino_cargas_pct,Bunkering,mes,54.9,%,,boletin,18,2026-08-07
2025-06,destino_cargas_pct,EU,acumulado_anual,44.1,%,,boletin,18,2026-08-07
2025-06,destino_cargas_pct,EU,mes,41.7,%,,boletin,18,2026-08-07
2025-06,destino_cargas_pct,non EU,acumulado_anual,7.9,%,,boletin,18,2026-08-07
2025-06,destino_cargas_pct,non EU,mes,3.4,%,,boletin,18,2026-08-07
2025-06,generacion_electrica,Carbón,acumulado_anual,200.0,GWh,-18.0,boletin,6,2026-08-07
2025-06,generacion_electrica,Cogeneración,acumulado_anual,1500.0,GWh,-8.4,boletin,6,2026-08-07
2025-06,generacion_electrica,Eólica,acumulado_anual,3000.0,GWh,-28.8,boletin,6,2026-08-07
2025-06,generacion_electrica,Gas natural,acumulado_anual,4000.0,GWh,157.8,boletin,6,2026-08-07
2025-06,generacion_electrica,Hidráulica,acumulado_anual,2800.0,GWh,-2.6,boletin,6,2026-08-07
2025-06,generacion_electrica,Nuclear,acumulado_anual,4100.0,GWh,-6.2,boletin,6,2026-08-07
2025-06,generacion_electrica,Resto renovables,acumulado_anual,300.0,GWh,-2.8,boletin,6,2026-08-07
2025-06,generacion_electrica,Solar,acumulado_anual,6600.0,GWh,22.8,boletin,6,2026-08-07
2025-06,pct_total_gn,,mes,31.4,%,,boletin,9,2026-08-07
2025-06,pct_total_gnl,,mes,68.6,%,,boletin,9,2026-08-07
2025-06,planta_carga_cisternas,BARCELONA,mes,197.0,GWh,10.6,boletin,17,2026-08-07
2025-06,planta_carga_cisternas,BILBAO,mes,101.0,GWh,3.4,boletin,17,2026-08-07
2025-06,planta_carga_cisternas,CARTAGENA,mes,161.0,GWh,8.4,boletin,17,2026-08-07
2025-06,planta_carga_cisternas,HUELVA,mes,152.0,GWh,-17.7,boletin,17,2026-08-07
2025-06,planta_carga_cisternas,MUGARDOS,mes,73.0,GWh,13.8,boletin,17,2026-08-07
2025-06,planta_carga_cisternas,MUSEL,mes,66.0,GWh,23.8,boletin,17,2026-08-07
2025-06,planta_carga_cisternas,SAGUNTO,mes,184.0,GWh,5.5,boletin,17,2026-08-07
2025-06,planta_cargas_buques,BARCELONA,mes,244.0,GWh,-21.3,boletin,17,2026-08-07
2025-06,planta_cargas_buques,BILBAO,mes,0.0,GWh,,boletin,17,2026-08-07
2025-06,planta_cargas_buques,CARTAGENA,mes,155.0,GWh,,boletin,17,2026-08-07
2025-06,planta_cargas_buques,HUELVA,mes,265.0,GWh,22.0,boletin,17,2026-08-07
2025-06,planta_cargas_buques,MUGARDOS,mes,56.0,GWh,-73.4,boletin,17,2026-08-07
2025-06,planta_cargas_buques,MUSEL,mes,0.0,GWh,,boletin,17,2026-08-07
2025-06,planta_cargas_buques,SAGUNTO,mes,373.0,GWh,-65.3,boletin,17,2026-08-07
2025-06,planta_descargas_buques,BARCELONA,mes,3948.0,GWh,,boletin,17,2026-08-07
2025-06,planta_descargas_buques,BILBAO,mes,942.0,GWh,-81.8,boletin,17,2026-08-07
2025-06,planta_descargas_buques,CARTAGENA,mes,4100.0,GWh,31.2,boletin,17,2026-08-07
2025-06,planta_descargas_buques,HUELVA,mes,2242.0,GWh,-21.0,boletin,17,2026-08-07
2025-06,planta_descargas_buques,MUGARDOS,mes,2171.0,GWh,-1.4,boletin,17,2026-08-07
2025-06,planta_descargas_buques,MUSEL,mes,0.0,GWh,,boletin,17,2026-08-07
2025-06,planta_descargas_buques,SAGUNTO,mes,4558.0,GWh,,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,BARCELONA,mes,4.0,nº,33.3,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,BILBAO,mes,2.0,nº,-60.0,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,CARTAGENA,mes,4.0,nº,-33.3,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,HUELVA,mes,2.0,nº,-33.3,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,MUGARDOS,mes,2.0,nº,0.0,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,MUSEL,mes,0.0,nº,,boletin,17,2026-08-07
2025-06,planta_n_buques_descargados,SAGUNTO,mes,5.0,nº,,boletin,17,2026-08-07
2025-06,salidas_conexiones_internacionales,,acumulado_anual,17982.0,GWh,44.4,boletin,3,2026-08-07
2025-06,salidas_conexiones_internacionales,,mes,1258.0,GWh,-40.2,boletin,3,2026-08-07
2025-06,salidas_conexiones_internacionales,,tam,27992.0,GWh,24.6,boletin,3,2026-08-07
2025-06,total_salidas,,acumulado_anual,185868.0,GWh,7.6,boletin,3,2026-08-07
2025-06,total_salidas,,mes,27898.0,GWh,12.0,boletin,3,2026-08-07
2025-06,total_salidas,,tam,359470.0,GWh,3.8,boletin,3,2026-08-07
2025-06,tvb_capacidad_regasificacion_contratada,,mes,18778.0,GWh/mes,,boletin,15,2026-08-07
2025-06,tvb_capacidad_regasificacion_disponible,,mes,39572.0,GWh/mes,,boletin,15,2026-08-07
2025-06,tvb_capacidad_regasificacion_total,,mes,58350.0,GWh/mes,,boletin,15,2026-08-07
2025-06,tvb_regasificacion_comercial,,mes,17995.0,GWh,,boletin,15,2026-08-07
2025-07,aprovisionamiento_gn,Argelia,acumulado_anual,61994.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Argelia,mes,9330.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Argelia,tam,107670.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Biometano nacional,acumulado_anual,234.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Biometano nacional,mes,40.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Biometano nacional,tam,358.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Francia,acumulado_anual,3887.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Francia,mes,1595.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Francia,tam,11306.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Portugal,acumulado_anual,4361.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Portugal,mes,521.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Portugal,tam,9377.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Yacimientos nacionales,acumulado_anual,243.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Yacimientos nacionales,mes,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gn,Yacimientos nacionales,tam,372.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Angola,acumulado_anual,13390.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Angola,mes,4112.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Angola,tam,15443.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Argelia,acumulado_anual,9784.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Argelia,mes,881.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Argelia,tam,20393.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Camerún,acumulado_anual,979.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Camerún,mes,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Camerún,tam,979.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Congo,acumulado_anual,1804.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Congo,mes,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Congo,tam,4291.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Estados Unidos,acumulado_anual,66631.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Estados Unidos,mes,7382.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Estados Unidos,tam,85426.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Francia,acumulado_anual,1093.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Francia,mes,,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Francia,tam,,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Jamaica,acumulado_anual,168.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Jamaica,mes,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Jamaica,tam,168.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Nigeria,acumulado_anual,17294.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Nigeria,mes,3011.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Nigeria,tam,26335.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Noruega,acumulado_anual,2144.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Noruega,mes,873.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Noruega,tam,2144.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Perú,acumulado_anual,5444.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Perú,mes,1095.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Perú,tam,5444.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Qatar,acumulado_anual,4082.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Qatar,mes,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Qatar,tam,10152.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Rusia,acumulado_anual,28357.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Rusia,mes,2150.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Rusia,tam,54150.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Trinidad y Tobago,acumulado_anual,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Trinidad y Tobago,mes,0.0,GWh,,boletin,9,2026-08-07
2025-07,aprovisionamiento_gnl,Trinidad y Tobago,tam,1806.0,GWh,,boletin,9,2026-08-07
2025-07,biometano_distribucion,,acumulado_anual,117.8,GWh,52.3,boletin,13,2026-08-07
2025-07,biometano_distribucion,,mes,23.2,GWh,120.1,boletin,13,2026-08-07
2025-07,biometano_distribucion,,tam,178.1,GWh,29.4,boletin,13,2026-08-07
2025-07,biometano_transporte,,acumulado_anual,116.4,GWh,1.0,boletin,13,2026-08-07
2025-07,biometano_transporte,,mes,17.1,GWh,-0.4,boletin,13,2026-08-07
2025-07,biometano_transporte,,tam,179.2,GWh,0.6,boletin,13,2026-08-07
2025-07,cargas_buques,,acumulado_anual,5650.0,GWh,-33.7,boletin,3,2026-08-07
2025-07,cargas_buques,,mes,685.0,GWh,-72.6,boletin,3,2026-08-07
2025-07,cargas_buques,,tam,9163.0,GWh,-23.9,boletin,3,2026-08-07
2025-07,conexion_internacional_saldo,Almería,acumulado_anual,61994.0,GWh,3.0,boletin,11,2026-08-07
2025-07,conexion_internacional_saldo,Almería,mes,9330.0,GWh,9.0,boletin,11,2026-08-07
2025-07,conexion_internacional_saldo,Almería,tam,106484.0,GWh,1.7,boletin,11,2026-08-07
2025-07,conexion_internacional_saldo,Biometano,acumulado_anual,234.0,GWh,21.6,boletin,11,2026-08-07
2025-07,conexion_internacional_saldo,Biometano,mes,40.0,GWh,45.4,boletin,11,2026-08-07
2025-07,conexion_internacional_saldo,Biometano,tam,357.0,GWh,13.2,boletin,11,2026-08-07
2025-07,conexion_internacional_saldo,Tarifa,acumulado_anual,-5739.0,GWh,8.3,boletin,11,2026-08-07
